VI	BI[0]	BI[1]	BI[2]	BI[3]	BW[0]	BW[1]	BW[2]	BW[3]
6437	31	33	0	0	0.25	0.75	0	0
6438	31	33	0	0	0.25	0.75	0	0
6439	0	1	11	0	0.81	0.1	0.09	0
6440	0	1	11	0	0.81	0.1	0.09	0
6441	0	11	0	0	0.8	0.2	0	0
6442	0	11	0	0	0.8	0.2	0	0
6443	26	0	0	0	1	0	0	0
6444	26	0	0	0	1	0	0	0
6445	26	0	0	0	1	0	0	0
6446	26	0	0	0	1	0	0	0
6447	26	28	0	0	0.1	0.9	0	0
6448	26	28	0	0	0.1	0.9	0	0
6449	28	0	0	0	1	0	0	0
6450	28	0	0	0	1	0	0	0
6451	33	0	0	0	1	0	0	0
6452	33	0	0	0	1	0	0	0
6453	32	33	0	0	0.75	0.25	0	0
6454	32	33	0	0	0.75	0.25	0	0
6455	11	29	0	0	0.25	0.75	0	0
6456	11	29	0	0	0.4	0.6	0	0
6457	11	29	0	0	0.4	0.6	0	0
6458	11	29	0	0	0.25	0.75	0	0
6459	30	0	0	0	1	0	0	0
6460	28	30	0	0	0.15	0.85	0	0
6461	28	30	0	0	0.15	0.85	0	0
6462	30	0	0	0	1	0	0	0
6463	5	7	0	0	0.25	0.75	0	0
6464	7	0	0	0	1	0	0	0
6465	7	0	0	0	1	0	0	0
6466	26	28	0	0	0.1	0.9	0	0
6467	26	28	0	0	0.5	0.5	0	0
6468	26	28	0	0	0.5	0.5	0	0
6469	26	28	0	0	0.1	0.9	0	0
6470	0	1	0	0	0.25	0.75	0	0
6471	0	1	0	0	0.5	0.5	0	0
6472	0	1	0	0	0.5	0.5	0	0
6473	26	28	0	0	0.1	0.9	0	0
6474	26	28	0	0	0.1	0.9	0	0
6475	28	0	0	0	1	0	0	0
6476	28	0	0	0	1	0	0	0
6477	0	11	0	0	0.75	0.25	0	0
6478	0	11	0	0	0.25	0.75	0	0
6479	0	11	0	0	0.25	0.75	0	0
6480	11	29	0	0	0.5	0.5	0	0
6481	11	29	0	0	0.5	0.5	0	0
6482	11	29	0	0	0.4	0.6	0	0
6483	11	29	0	0	0.4	0.6	0	0
6484	0	11	0	0	0.75	0.25	0	0
6485	0	11	0	0	0.75	0.25	0	0
6486	0	0	0	0	1	0	0	0
6487	0	0	0	0	1	0	0	0
6488	35	0	0	0	1	0	0	0
6489	35	39	0	0	0.75	0.25	0	0
6490	35	39	0	0	0.75	0.25	0	0
6491	35	0	0	0	1	0	0	0
6492	0	1	0	0	0.75	0.25	0	0
6493	0	1	0	0	0.75	0.25	0	0
6494	0	1	11	0	0.81	0.1	0.09	0
6495	0	1	11	0	0.81	0.1	0.09	0
6496	11	29	0	0	0.25	0.75	0	0
6497	29	0	0	0	1	0	0	0
6498	29	0	0	0	1	0	0	0
6499	11	29	0	0	0.25	0.75	0	0
6500	11	0	0	0	1	0	0	0
6501	11	0	0	0	1	0	0	0
6502	11	0	0	0	1	0	0	0
6503	11	0	0	0	1	0	0	0
6504	0	11	0	0	0.25	0.75	0	0
6505	0	11	0	0	0.25	0.75	0	0
6506	11	0	0	0	1	0	0	0
6507	11	0	0	0	1	0	0	0
6508	5	7	0	0	0.25	0.75	0	0
6509	7	0	0	0	1	0	0	0
6510	5	7	0	0	0.25	0.75	0	0
6511	7	0	0	0	1	0	0	0
6512	5	7	0	0	0.25	0.75	0	0
6513	7	0	0	0	1	0	0	0
6514	7	0	0	0	1	0	0	0
6515	5	7	0	0	0.25	0.75	0	0
6516	7	0	0	0	1	0	0	0
6517	11	29	0	0	0.5	0.5	0	0
6518	11	29	0	0	0.5	0.5	0	0
6519	11	29	0	0	0.4	0.6	0	0
6520	11	29	0	0	0.4	0.6	0	0
6521	11	29	0	0	0.9	0.1	0	0
6522	11	0	0	0	1	0	0	0
6523	11	0	0	0	1	0	0	0
6524	11	29	0	0	0.9	0.1	0	0
6525	0	1	0	0	0.25	0.75	0	0
6526	0	1	0	0	0.25	0.75	0	0
6527	0	1	0	0	0.5	0.5	0	0
6528	0	1	0	0	0.5	0.5	0	0
6529	11	29	0	0	0.75	0.25	0	0
6530	11	29	0	0	0.75	0.25	0	0
6531	11	29	0	0	0.5	0.5	0	0
6532	11	29	0	0	0.5	0.5	0	0
6533	28	30	0	0	0.9	0.1	0	0
6534	28	0	0	0	1	0	0	0
6535	28	0	0	0	1	0	0	0
6536	28	30	0	0	0.9	0.1	0	0
6537	29	0	0	0	1	0	0	0
6538	29	0	0	0	1	0	0	0
6539	29	0	0	0	1	0	0	0
6540	29	0	0	0	1	0	0	0
6541	39	0	0	0	1	0	0	0
6542	39	0	0	0	1	0	0	0
6543	35	39	0	0	0.75	0.25	0	0
6544	35	39	0	0	0.75	0.25	0	0
6545	26	28	0	0	0.5	0.5	0	0
6546	26	28	0	0	0.5	0.5	0	0
6547	26	28	0	0	0.75	0.25	0	0
6548	26	28	0	0	0.75	0.25	0	0
6549	0	1	0	0	0.75	0.25	0	0
6550	0	1	0	0	0.75	0.25	0	0
6551	0	1	11	0	0.81	0.1	0.09	0
6552	0	1	11	0	0.81	0.1	0.09	0
6553	11	29	0	0	0.75	0.25	0	0
6554	11	29	0	0	0.9	0.1	0	0
6555	11	29	0	0	0.9	0.1	0	0
6556	11	29	0	0	0.75	0.25	0	0
6557	31	0	0	0	1	0	0	0
6558	31	0	0	0	1	0	0	0
6559	31	0	0	0	1	0	0	0
6560	31	0	0	0	1	0	0	0
6561	0	0	0	0	1	0	0	0
6562	0	0	0	0	1	0	0	0
6563	0	0	0	0	1	0	0	0
6564	0	0	0	0	1	0	0	0
6565	29	0	0	0	1	0	0	0
6566	29	0	0	0	1	0	0	0
6567	29	0	0	0	1	0	0	0
6568	29	0	0	0	1	0	0	0
6569	26	28	0	0	0.1	0.9	0	0
6570	26	28	0	0	0.5	0.5	0	0
6571	26	28	0	0	0.5	0.5	0	0
6572	26	28	0	0	0.1	0.9	0	0
6573	11	29	0	0	0.25	0.75	0	0
6574	11	29	0	0	0.25	0.75	0	0
6575	29	0	0	0	1	0	0	0
6576	11	29	0	0	0.9	0.1	0	0
6577	11	29	0	0	0.9	0.1	0	0
6578	11	29	0	0	0.75	0.25	0	0
6579	11	29	0	0	0.75	0.25	0	0
6580	11	29	0	0	0.9	0.1	0	0
6581	11	29	0	0	0.9	0.1	0	0
6582	11	29	0	0	0.75	0.25	0	0
6583	11	29	0	0	0.75	0.25	0	0
6584	33	0	0	0	1	0	0	0
6585	33	0	0	0	1	0	0	0
6586	31	33	0	0	0.25	0.75	0	0
6587	31	33	0	0	0.25	0.75	0	0
6588	30	32	41	0	0.675	0.25	0.075	0
6589	30	32	41	0	0.675	0.1	0.225	0
6590	30	32	41	0	0.81	0.1	0.09	0
6591	11	29	0	0	0.5	0.5	0	0
6592	11	29	0	0	0.4	0.6	0	0
6593	11	29	0	0	0.4	0.6	0	0
6594	11	29	0	0	0.5	0.5	0	0
6595	30	34	36	41	0.6075	0.2025	0.09	0.1
6596	30	34	0	0	0.75	0.25	0	0
6597	30	0	0	0	1	0	0	0
6598	30	32	41	0	0.81	0.1	0.09	0
6599	29	0	0	0	1	0	0	0
6600	29	0	0	0	1	0	0	0
6601	29	0	0	0	1	0	0	0
6602	29	0	0	0	1	0	0	0
6603	30	32	0	0	0.75	0.25	0	0
6604	30	32	41	0	0.675	0.25	0.075	0
6605	32	0	0	0	1	0	0	0
6606	32	0	0	0	1	0	0	0
6607	30	36	41	0	0.675	0.075	0.25	0
6608	30	36	41	0	0.675	0.225	0.1	0
6609	30	34	36	41	0.6075	0.2025	0.09	0.1
6610	11	29	0	0	0.5	0.5	0	0
6611	11	29	0	0	0.75	0.25	0	0
6612	11	29	0	0	0.75	0.25	0	0
6613	11	29	0	0	0.5	0.5	0	0
6614	29	0	0	0	1	0	0	0
6615	29	0	0	0	1	0	0	0
6616	29	0	0	0	1	0	0	0
6617	29	0	0	0	1	0	0	0
6618	11	29	0	0	0.25	0.75	0	0
6619	11	29	0	0	0.25	0.75	0	0
6620	11	29	0	0	0.4	0.6	0	0
6621	11	29	0	0	0.4	0.6	0	0
6622	11	29	0	0	0.5	0.5	0	0
6623	11	29	0	0	0.5	0.5	0	0
6624	11	29	0	0	0.4	0.6	0	0
6625	11	29	0	0	0.4	0.6	0	0
6626	7	0	0	0	1	0	0	0
6627	7	0	0	0	1	0	0	0
6628	7	0	0	0	1	0	0	0
6629	7	0	0	0	1	0	0	0
6630	26	28	0	0	0.5	0.5	0	0
6631	26	28	0	0	0.5	0.5	0	0
6632	26	28	0	0	0.75	0.25	0	0
6633	26	28	0	0	0.75	0.25	0	0
6634	30	34	0	0	0.75	0.25	0	0
6635	30	34	0	0	0.75	0.25	0	0
6636	30	34	0	0	0.25	0.75	0	0
6637	7	0	0	0	1	0	0	0
6638	7	0	0	0	1	0	0	0
6639	7	0	0	0	1	0	0	0
6640	7	0	0	0	1	0	0	0
6641	26	28	0	0	0.5	0.5	0	0
6642	26	28	0	0	0.5	0.5	0	0
6643	26	28	0	0	0.75	0.25	0	0
6644	26	28	0	0	0.75	0.25	0	0
6645	0	11	0	0	0.75	0.25	0	0
6646	0	11	0	0	0.8	0.2	0	0
6647	0	11	0	0	0.75	0.25	0	0
6648	26	28	0	0	0.9	0.1	0	0
6649	26	28	0	0	0.9	0.1	0	0
6650	26	28	0	0	0.75	0.25	0	0
6651	26	28	0	0	0.75	0.25	0	0
6652	5	7	0	0	0.75	0.25	0	0
6653	5	7	0	0	0.25	0.75	0	0
6654	5	7	0	0	0.25	0.75	0	0
6655	5	7	0	0	0.75	0.25	0	0
6656	5	7	0	0	0.25	0.75	0	0
6657	7	0	0	0	1	0	0	0
6658	5	7	0	0	0.25	0.75	0	0
6659	7	0	0	0	1	0	0	0
6660	5	7	0	0	0.25	0.75	0	0
6661	7	0	0	0	1	0	0	0
6662	30	32	41	0	0.81	0.1	0.09	0
6663	30	0	0	0	1	0	0	0
6664	30	0	0	0	1	0	0	0
6665	30	32	0	0	0.9	0.1	0	0
6666	0	11	0	0	0.5	0.5	0	0
6667	0	11	0	0	0.8	0.2	0	0
6668	0	11	0	0	0.8	0.2	0	0
6669	0	11	0	0	0.75	0.25	0	0
6670	37	40	0	0	0.75	0.25	0	0
6671	37	40	0	0	0.75	0.25	0	0
6672	37	0	0	0	1	0	0	0
6673	37	0	0	0	1	0	0	0
6674	35	39	0	0	0.75	0.25	0	0
6675	35	39	0	0	0.75	0.25	0	0
6676	35	0	0	0	1	0	0	0
6677	35	0	0	0	1	0	0	0
6678	37	40	0	0	0.75	0.25	0	0
6679	37	0	0	0	1	0	0	0
6680	37	0	0	0	1	0	0	0
6681	37	40	0	0	0.75	0.25	0	0
6682	30	0	0	0	1	0	0	0
6683	30	0	0	0	1	0	0	0
6684	28	30	0	0	0.15	0.85	0	0
6685	28	30	0	0	0.15	0.85	0	0
6686	29	0	0	0	1	0	0	0
6687	29	0	0	0	1	0	0	0
6688	29	0	0	0	1	0	0	0
6689	29	0	0	0	1	0	0	0
6690	30	34	0	0	0.75	0.25	0	0
6691	30	34	36	41	0.6075	0.2025	0.09	0.1
6692	30	34	0	0	0.25	0.75	0	0
6693	5	7	0	0	0.25	0.75	0	0
6694	7	0	0	0	1	0	0	0
6695	7	0	0	0	1	0	0	0
6696	5	7	0	0	0.25	0.75	0	0
6697	37	0	0	0	1	0	0	0
6698	37	0	0	0	1	0	0	0
6699	36	37	0	0	0.75	0.25	0	0
6700	36	37	0	0	0.75	0.25	0	0
6701	29	0	0	0	1	0	0	0
6702	29	0	0	0	1	0	0	0
6703	29	0	0	0	1	0	0	0
6704	29	0	0	0	1	0	0	0
6705	7	0	0	0	1	0	0	0
6706	7	0	0	0	1	0	0	0
6707	5	7	0	0	0.25	0.75	0	0
6708	28	30	0	0	0.9	0.1	0	0
6709	28	30	0	0	0.75	0.25	0	0
6710	28	30	0	0	0.75	0.25	0	0
6711	28	30	0	0	0.9	0.1	0	0
6712	30	34	36	41	0.6075	0.2025	0.09	0.1
6713	30	32	41	0	0.81	0.1	0.09	0
6714	30	32	41	0	0.675	0.1	0.225	0
6715	30	36	41	0	0.675	0.075	0.25	0
6716	30	34	36	41	0.6075	0.2025	0.09	0.1
6717	34	35	0	0	0.75	0.25	0	0
6718	30	34	0	0	0.25	0.75	0	0
6719	28	30	0	0	0.9	0.1	0	0
6720	28	0	0	0	1	0	0	0
6721	28	0	0	0	1	0	0	0
6722	28	30	0	0	0.9	0.1	0	0
6723	0	11	0	0	0.5	0.5	0	0
6724	0	11	0	0	0.5	0.5	0	0
6725	0	11	0	0	0.25	0.75	0	0
6726	0	11	0	0	0.25	0.75	0	0
6727	7	0	0	0	1	0	0	0
6728	5	7	0	0	0.25	0.75	0	0
6729	7	0	0	0	1	0	0	0
6730	11	0	0	0	1	0	0	0
6731	11	0	0	0	1	0	0	0
6732	11	0	0	0	1	0	0	0
6733	11	0	0	0	1	0	0	0
6734	0	1	0	0	0.25	0.75	0	0
6735	0	1	0	0	0.5	0.5	0	0
6736	0	1	0	0	0.5	0.5	0	0
6737	0	1	0	0	0.25	0.75	0	0
6738	26	0	0	0	1	0	0	0
6739	26	0	0	0	1	0	0	0
6740	26	0	0	0	1	0	0	0
6741	26	0	0	0	1	0	0	0
6742	39	0	0	0	1	0	0	0
6743	39	0	0	0	1	0	0	0
6744	39	0	0	0	1	0	0	0
6745	39	0	0	0	1	0	0	0
6746	30	34	0	0	0.75	0.25	0	0
6747	30	34	0	0	0.75	0.25	0	0
6748	30	36	0	0	0.9	0.1	0	0
6749	40	0	0	0	1	0	0	0
6750	40	0	0	0	1	0	0	0
6751	40	0	0	0	1	0	0	0
6752	40	0	0	0	1	0	0	0
6753	30	0	0	0	1	0	0	0
6754	30	0	0	0	1	0	0	0
6755	28	30	0	0	0.15	0.85	0	0
6756	28	30	0	0	0.15	0.85	0	0
6757	0	11	0	0	0.8	0.2	0	0
6758	0	11	0	0	0.5	0.5	0	0
6759	0	11	0	0	0.25	0.75	0	0
6760	0	11	0	0	0.75	0.25	0	0
6761	30	34	0	0	0.75	0.25	0	0
6762	30	0	0	0	1	0	0	0
6763	30	34	0	0	0.75	0.25	0	0
6764	40	0	0	0	1	0	0	0
6765	40	0	0	0	1	0	0	0
6766	40	0	0	0	1	0	0	0
6767	40	0	0	0	1	0	0	0
6768	35	0	0	0	1	0	0	0
6769	35	39	0	0	0.75	0.25	0	0
6770	35	39	0	0	0.75	0.25	0	0
6771	35	0	0	0	1	0	0	0
6772	28	0	0	0	1	0	0	0
6773	28	0	0	0	1	0	0	0
6774	28	0	0	0	1	0	0	0
6775	28	0	0	0	1	0	0	0
6776	28	0	0	0	1	0	0	0
6777	28	0	0	0	1	0	0	0
6778	28	0	0	0	1	0	0	0
6779	28	0	0	0	1	0	0	0
6780	28	0	0	0	1	0	0	0
6781	28	0	0	0	1	0	0	0
6782	28	0	0	0	1	0	0	0
6783	28	0	0	0	1	0	0	0
6784	11	29	0	0	0.9	0.1	0	0
6785	11	29	0	0	0.9	0.1	0	0
6786	11	29	0	0	0.75	0.25	0	0
6787	11	29	0	0	0.75	0.25	0	0
6788	28	0	0	0	1	0	0	0
6789	28	0	0	0	1	0	0	0
6790	28	0	0	0	1	0	0	0
6791	28	0	0	0	1	0	0	0
6792	26	28	0	0	0.75	0.25	0	0
6793	26	28	0	0	0.75	0.25	0	0
6794	26	28	0	0	0.9	0.1	0	0
6795	26	28	0	0	0.9	0.1	0	0
6796	29	0	0	0	1	0	0	0
6797	29	0	0	0	1	0	0	0
6798	29	0	0	0	1	0	0	0
6799	29	0	0	0	1	0	0	0
6800	11	0	0	0	1	0	0	0
6801	11	0	0	0	1	0	0	0
6802	11	0	0	0	1	0	0	0
6803	11	0	0	0	1	0	0	0
6804	4	5	27	0	0.5625	0.1875	0.25	0
6805	4	5	27	0	0.5625	0.1875	0.25	0
6806	4	5	0	0	0.5	0.5	0	0
6807	4	5	0	0	0.5	0.5	0	0
6808	26	0	0	0	1	0	0	0
6809	26	0	0	0	1	0	0	0
6810	26	28	0	0	0.9	0.1	0	0
6811	26	28	0	0	0.9	0.1	0	0
6812	26	28	0	0	0.5	0.5	0	0
6813	26	28	0	0	0.5	0.5	0	0
6814	26	28	0	0	0.75	0.25	0	0
6815	26	28	0	0	0.75	0.25	0	0
6816	26	28	0	0	0.1	0.9	0	0
6817	28	0	0	0	1	0	0	0
6818	28	0	0	0	1	0	0	0
6819	26	28	0	0	0.1	0.9	0	0
6820	30	36	0	0	0.75	0.25	0	0
6821	30	36	0	0	0.75	0.25	0	0
6822	30	36	0	0	0.9	0.1	0	0
6823	30	36	0	0	0.9	0.1	0	0
6824	37	0	0	0	1	0	0	0
6825	37	0	0	0	1	0	0	0
6826	36	37	0	0	0.75	0.25	0	0
6827	36	37	0	0	0.75	0.25	0	0
6828	30	34	0	0	0.75	0.25	0	0
6829	30	0	0	0	1	0	0	0
6830	30	0	0	0	1	0	0	0
6831	28	30	0	0	0.75	0.25	0	0
6832	28	30	0	0	0.9	0.1	0	0
6833	28	30	0	0	0.9	0.1	0	0
6834	28	30	0	0	0.75	0.25	0	0
6835	11	29	0	0	0.25	0.75	0	0
6836	11	29	0	0	0.25	0.75	0	0
6837	11	29	0	0	0.4	0.6	0	0
6838	11	29	0	0	0.4	0.6	0	0
6839	42	0	0	0	1	0	0	0
6840	42	0	0	0	1	0	0	0
6841	41	42	0	0	0.75	0.25	0	0
6842	41	42	0	0	0.75	0.25	0	0
6843	11	29	0	0	0.5	0.5	0	0
6844	11	29	0	0	0.4	0.6	0	0
6845	11	29	0	0	0.4	0.6	0	0
6846	11	29	0	0	0.5	0.5	0	0
6847	37	0	0	0	1	0	0	0
6848	37	0	0	0	1	0	0	0
6849	36	37	0	0	0.75	0.25	0	0
6850	36	37	0	0	0.75	0.25	0	0
6851	11	29	0	0	0.25	0.75	0	0
6852	11	29	0	0	0.4	0.6	0	0
6853	11	29	0	0	0.4	0.6	0	0
6854	11	29	0	0	0.25	0.75	0	0
6855	0	11	0	0	0.25	0.75	0	0
6856	0	11	0	0	0.25	0.75	0	0
6857	11	0	0	0	1	0	0	0
6858	11	0	0	0	1	0	0	0
6859	11	0	0	0	1	0	0	0
6860	11	0	0	0	1	0	0	0
6861	11	0	0	0	1	0	0	0
6862	11	0	0	0	1	0	0	0
6863	11	0	0	0	1	0	0	0
6864	11	0	0	0	1	0	0	0
6865	11	0	0	0	1	0	0	0
6866	11	0	0	0	1	0	0	0
6867	11	29	0	0	0.25	0.75	0	0
6868	11	29	0	0	0.25	0.75	0	0
6869	11	29	0	0	0.4	0.6	0	0
6870	11	29	0	0	0.4	0.6	0	0
6871	40	0	0	0	1	0	0	0
6872	40	0	0	0	1	0	0	0
6873	37	40	0	0	0.75	0.25	0	0
6874	37	40	0	0	0.75	0.25	0	0
6875	0	11	0	0	0.75	0.25	0	0
6876	0	11	0	0	0.1	0.9	0	0
6877	0	11	0	0	0.75	0.25	0	0
6878	0	11	0	0	0.25	0.75	0	0
6879	0	11	0	0	0.75	0.25	0	0
6880	0	11	0	0	0.1	0.9	0	0
6881	0	1	11	0	0.81	0.1	0.09	0
6882	0	1	11	0	0.81	0.1	0.09	0
6883	0	11	0	0	0.8	0.2	0	0
6884	0	11	0	0	0.8	0.2	0	0
6885	0	11	0	0	0.8	0.2	0	0
6886	0	11	0	0	0.8	0.2	0	0
6887	0	11	0	0	0.75	0.25	0	0
6888	0	11	0	0	0.75	0.25	0	0
6889	1	6	0	0	0.7	0.3	0	0
6890	1	6	0	0	0.7	0.3	0	0
6891	1	6	0	0	0.85	0.15	0	0
6892	1	6	0	0	0.85	0.15	0	0
6893	1	6	0	0	0.7	0.3	0	0
6894	1	6	0	0	0.7	0.3	0	0
6895	1	6	0	0	0.55	0.45	0	0
6896	1	6	0	0	0.55	0.45	0	0
6897	28	0	0	0	1	0	0	0
6898	28	0	0	0	1	0	0	0
6899	28	0	0	0	1	0	0	0
6900	28	0	0	0	1	0	0	0
6901	0	11	0	0	0.5	0.5	0	0
6902	0	11	0	0	0.5	0.5	0	0
6903	0	11	0	0	0.25	0.75	0	0
6904	0	11	0	0	0.25	0.75	0	0
6905	28	0	0	0	1	0	0	0
6906	28	30	0	0	0.9	0.1	0	0
6907	28	30	0	0	0.9	0.1	0	0
6908	28	0	0	0	1	0	0	0
6909	0	11	0	0	0.5	0.5	0	0
6910	0	11	0	0	0.5	0.5	0	0
6911	0	11	0	0	0.75	0.25	0	0
6912	0	11	0	0	0.75	0.25	0	0
6913	0	1	11	0	0.81	0.1	0.09	0
6914	0	1	11	0	0.81	0.1	0.09	0
6915	0	11	0	0	0.8	0.2	0	0
6916	0	11	0	0	0.8	0.2	0	0
6917	1	6	0	0	0.7	0.3	0	0
6918	1	6	0	0	0.7	0.3	0	0
6919	1	6	0	0	0.85	0.15	0	0
6920	1	6	0	0	0.85	0.15	0	0
6921	11	29	0	0	0.9	0.1	0	0
6922	11	0	0	0	1	0	0	0
6923	11	0	0	0	1	0	0	0
6924	11	29	0	0	0.9	0.1	0	0
6925	11	0	0	0	1	0	0	0
6926	11	29	0	0	0.9	0.1	0	0
6927	11	29	0	0	0.9	0.1	0	0
6928	11	0	0	0	1	0	0	0
6929	11	29	0	0	0.9	0.1	0	0
6930	11	29	0	0	0.75	0.25	0	0
6931	11	29	0	0	0.75	0.25	0	0
6932	11	29	0	0	0.9	0.1	0	0
6933	39	0	0	0	1	0	0	0
6934	39	0	0	0	1	0	0	0
6935	35	39	0	0	0.75	0.25	0	0
6936	35	39	0	0	0.75	0.25	0	0
6937	11	29	0	0	0.5	0.5	0	0
6938	11	29	0	0	0.75	0.25	0	0
6939	11	29	0	0	0.75	0.25	0	0
6940	11	29	0	0	0.5	0.5	0	0
6941	11	0	0	0	1	0	0	0
6942	11	0	0	0	1	0	0	0
6943	11	0	0	0	1	0	0	0
6944	11	0	0	0	1	0	0	0
6945	30	36	0	0	0.9	0.1	0	0
6946	30	36	0	0	0.9	0.1	0	0
6947	30	34	0	0	0.75	0.25	0	0
6948	35	0	0	0	1	0	0	0
6949	35	0	0	0	1	0	0	0
6950	34	35	0	0	0.75	0.25	0	0
6951	34	35	0	0	0.75	0.25	0	0
6952	29	0	0	0	1	0	0	0
6953	11	29	0	0	0.25	0.75	0	0
6954	11	29	0	0	0.25	0.75	0	0
6955	29	0	0	0	1	0	0	0
6956	0	1	0	0	0.75	0.25	0	0
6957	0	1	0	0	0.75	0.25	0	0
6958	0	1	0	0	0.5	0.5	0	0
6959	0	1	0	0	0.5	0.5	0	0
6960	11	0	0	0	1	0	0	0
6961	11	29	0	0	0.9	0.1	0	0
6962	11	29	0	0	0.9	0.1	0	0
6963	11	0	0	0	1	0	0	0
6964	0	1	0	0	0.25	0.75	0	0
6965	0	1	0	0	0.25	0.75	0	0
6966	0	1	0	0	0.5	0.5	0	0
6967	0	1	0	0	0.5	0.5	0	0
6968	11	29	0	0	0.5	0.5	0	0
6969	11	29	0	0	0.75	0.25	0	0
6970	11	29	0	0	0.75	0.25	0	0
6971	11	29	0	0	0.5	0.5	0	0
6972	33	0	0	0	1	0	0	0
6973	33	0	0	0	1	0	0	0
6974	32	33	0	0	0.75	0.25	0	0
6975	32	33	0	0	0.75	0.25	0	0
6976	11	0	0	0	1	0	0	0
6977	11	29	0	0	0.9	0.1	0	0
6978	11	29	0	0	0.9	0.1	0	0
6979	11	0	0	0	1	0	0	0
6980	42	0	0	0	1	0	0	0
6981	42	0	0	0	1	0	0	0
6982	41	42	0	0	0.75	0.25	0	0
6983	41	42	0	0	0.75	0.25	0	0
6984	11	29	0	0	0.9	0.1	0	0
6985	11	29	0	0	0.9	0.1	0	0
6986	11	0	0	0	1	0	0	0
6987	11	0	0	0	1	0	0	0
6988	11	29	0	0	0.75	0.25	0	0
6989	11	29	0	0	0.75	0.25	0	0
6990	11	29	0	0	0.5	0.5	0	0
6991	11	29	0	0	0.5	0.5	0	0
6992	11	29	0	0	0.9	0.1	0	0
6993	11	0	0	0	1	0	0	0
6994	11	0	0	0	1	0	0	0
6995	11	29	0	0	0.9	0.1	0	0
6996	40	0	0	0	1	0	0	0
6997	40	0	0	0	1	0	0	0
6998	37	40	0	0	0.75	0.25	0	0
6999	37	40	0	0	0.75	0.25	0	0
7000	34	35	0	0	0.75	0.25	0	0
7001	30	34	0	0	0.25	0.75	0	0
7002	34	35	0	0	0.75	0.25	0	0
7003	35	0	0	0	1	0	0	0
7004	35	0	0	0	1	0	0	0
7005	34	35	0	0	0.75	0.25	0	0
7006	34	35	0	0	0.75	0.25	0	0
7007	30	36	0	0	0.9	0.1	0	0
7008	34	35	0	0	0.75	0.25	0	0
7009	30	34	36	41	0.6075	0.2025	0.09	0.1
7010	30	0	0	0	1	0	0	0
7011	30	0	0	0	1	0	0	0
7012	30	0	0	0	1	0	0	0
7013	30	0	0	0	1	0	0	0
7014	0	1	0	0	0.25	0.75	0	0
7015	0	1	0	0	0.25	0.75	0	0
7016	0	1	0	0	0.5	0.5	0	0
7017	0	1	0	0	0.5	0.5	0	0
7018	0	1	0	0	0.25	0.75	0	0
7019	0	1	0	0	0.25	0.75	0	0
7020	1	6	0	0	0.85	0.15	0	0
7021	1	6	0	0	0.85	0.15	0	0
7022	0	11	0	0	0.75	0.25	0	0
7023	0	11	0	0	0.25	0.75	0	0
7024	0	11	0	0	0.25	0.75	0	0
7025	0	11	0	0	0.75	0.25	0	0
7026	11	0	0	0	1	0	0	0
7027	11	29	0	0	0.9	0.1	0	0
7028	11	29	0	0	0.9	0.1	0	0
7029	11	0	0	0	1	0	0	0
7030	26	28	0	0	0.9	0.1	0	0
7031	26	0	0	0	1	0	0	0
7032	26	0	0	0	1	0	0	0
7033	26	28	0	0	0.9	0.1	0	0
7034	0	0	0	0	1	0	0	0
7035	0	0	0	0	1	0	0	0
7036	0	0	0	0	1	0	0	0
7037	0	11	0	0	0.8	0.2	0	0
7038	11	0	0	0	1	0	0	0
7039	11	0	0	0	1	0	0	0
7040	11	0	0	0	1	0	0	0
7041	11	0	0	0	1	0	0	0
7042	0	1	0	0	0.25	0.75	0	0
7043	0	1	0	0	0.25	0.75	0	0
7044	0	1	0	0	0.5	0.5	0	0
7045	0	1	0	0	0.5	0.5	0	0
7046	41	0	0	0	1	0	0	0
7047	41	0	0	0	1	0	0	0
7048	30	36	41	0	0.675	0.075	0.25	0
7049	30	36	41	0	0.675	0.075	0.25	0
7050	0	1	0	0	0.25	0.75	0	0
7051	0	1	0	0	0.25	0.75	0	0
7052	1	6	0	0	0.85	0.15	0	0
7053	1	6	0	0	0.85	0.15	0	0
7054	0	11	0	0	0.75	0.25	0	0
7055	0	11	0	0	0.75	0.25	0	0
7056	0	11	0	0	0.25	0.75	0	0
7057	42	0	0	0	1	0	0	0
7058	42	0	0	0	1	0	0	0
7059	41	42	0	0	0.75	0.25	0	0
7060	41	42	0	0	0.75	0.25	0	0
7061	0	11	0	0	0.8	0.2	0	0
7062	0	0	0	0	1	0	0	0
7063	0	11	0	0	0.8	0.2	0	0
7064	0	11	0	0	0.75	0.25	0	0
7065	1	6	0	0	0.7	0.3	0	0
7066	1	6	0	0	0.7	0.3	0	0
7067	1	6	0	0	0.55	0.45	0	0
7068	1	6	0	0	0.55	0.45	0	0
7069	0	11	0	0	0.1	0.9	0	0
7070	0	11	0	0	0.1	0.9	0	0
7071	11	0	0	0	1	0	0	0
7072	11	0	0	0	1	0	0	0
7073	0	11	0	0	0.5	0.5	0	0
7074	0	11	0	0	0.5	0.5	0	0
7075	0	11	0	0	0.75	0.25	0	0
7076	0	11	0	0	0.75	0.25	0	0
7077	0	11	0	0	0.8	0.2	0	0
7078	0	11	0	0	0.75	0.25	0	0
7079	0	11	0	0	0.8	0.2	0	0
