VI	BI[0]	BI[1]	BI[2]	BI[3]	BW[0]	BW[1]	BW[2]	BW[3]
666	12	14	23	0	0.675	0.25	0.075	0
667	2	8	0	0	0.75	0.25	0	0
668	2	8	0	0	0.9	0.1	0	0
669	2	8	0	0	0.9	0.1	0	0
670	2	8	0	0	0.75	0.25	0	0
671	0	9	0	0	0.25	0.75	0	0
672	0	9	0	0	0.25	0.75	0	0
673	0	11	0	0	0.75	0.25	0	0
674	0	11	0	0	0.75	0.25	0	0
675	13	15	0	0	0.25	0.75	0	0
676	13	0	0	0	1	0	0	0
677	13	0	0	0	1	0	0	0
678	13	15	0	0	0.25	0.75	0	0
679	0	9	0	0	0.8	0.2	0	0
680	0	1	9	0	0.81	0.1	0.09	0
681	0	1	9	0	0.81	0.1	0.09	0
682	0	9	0	0	0.8	0.2	0	0
683	2	0	0	0	1	0	0	0
684	2	0	0	0	1	0	0	0
685	2	0	0	0	1	0	0	0
686	2	0	0	0	1	0	0	0
687	8	0	0	0	1	0	0	0
688	2	8	0	0	0.1	0.9	0	0
689	2	8	0	0	0.1	0.9	0	0
690	8	0	0	0	1	0	0	0
691	14	15	0	0	0.75	0.25	0	0
692	15	0	0	0	1	0	0	0
693	15	0	0	0	1	0	0	0
694	14	15	0	0	0.75	0.25	0	0
695	9	10	0	0	0.4	0.6	0	0
696	9	10	0	0	0.4	0.6	0	0
697	9	10	0	0	0.25	0.75	0	0
698	9	10	0	0	0.25	0.75	0	0
699	8	12	0	0	0.15	0.85	0	0
700	8	12	0	0	0.15	0.85	0	0
701	12	0	0	0	1	0	0	0
702	12	0	0	0	1	0	0	0
703	7	0	0	0	1	0	0	0
704	5	7	0	0	0.25	0.75	0	0
705	7	0	0	0	1	0	0	0
706	2	8	0	0	0.5	0.5	0	0
707	2	8	0	0	0.5	0.5	0	0
708	2	8	0	0	0.1	0.9	0	0
709	2	8	0	0	0.1	0.9	0	0
710	0	1	0	0	0.5	0.5	0	0
711	0	1	0	0	0.25	0.75	0	0
712	0	1	0	0	0.5	0.5	0	0
713	8	0	0	0	1	0	0	0
714	2	8	0	0	0.1	0.9	0	0
715	2	8	0	0	0.1	0.9	0	0
716	8	0	0	0	1	0	0	0
717	0	9	0	0	0.25	0.75	0	0
718	0	9	0	0	0.75	0.25	0	0
719	0	9	0	0	0.25	0.75	0	0
720	9	10	0	0	0.4	0.6	0	0
721	9	10	0	0	0.5	0.5	0	0
722	9	10	0	0	0.5	0.5	0	0
723	9	10	0	0	0.4	0.6	0	0
724	0	0	0	0	1	0	0	0
725	0	9	0	0	0.75	0.25	0	0
726	0	11	0	0	0.75	0.25	0	0
727	0	0	0	0	1	0	0	0
728	17	21	0	0	0.75	0.25	0	0
729	17	21	0	0	0.75	0.25	0	0
730	17	0	0	0	1	0	0	0
731	17	0	0	0	1	0	0	0
732	0	1	9	0	0.81	0.1	0.09	0
733	0	1	0	0	0.75	0.25	0	0
734	0	1	0	0	0.75	0.25	0	0
735	0	1	9	0	0.81	0.1	0.09	0
736	10	0	0	0	1	0	0	0
737	10	0	0	0	1	0	0	0
738	9	10	0	0	0.25	0.75	0	0
739	9	10	0	0	0.25	0.75	0	0
740	9	0	0	0	1	0	0	0
741	9	0	0	0	1	0	0	0
742	9	0	0	0	1	0	0	0
743	9	0	0	0	1	0	0	0
744	9	0	0	0	1	0	0	0
745	0	9	0	0	0.25	0.75	0	0
746	0	9	0	0	0.25	0.75	0	0
747	9	0	0	0	1	0	0	0
748	7	0	0	0	1	0	0	0
749	5	7	0	0	0.25	0.75	0	0
750	5	7	0	0	0.25	0.75	0	0
751	5	7	0	0	0.25	0.75	0	0
752	7	0	0	0	1	0	0	0
753	7	0	0	0	1	0	0	0
754	5	7	0	0	0.25	0.75	0	0
755	7	0	0	0	1	0	0	0
756	7	0	0	0	1	0	0	0
757	9	10	0	0	0.4	0.6	0	0
758	9	10	0	0	0.5	0.5	0	0
759	9	10	0	0	0.5	0.5	0	0
760	9	10	0	0	0.4	0.6	0	0
761	9	0	0	0	1	0	0	0
762	9	0	0	0	1	0	0	0
763	9	10	0	0	0.9	0.1	0	0
764	9	10	0	0	0.9	0.1	0	0
765	0	1	0	0	0.5	0.5	0	0
766	0	1	0	0	0.25	0.75	0	0
767	0	1	0	0	0.25	0.75	0	0
768	0	1	0	0	0.5	0.5	0	0
769	9	10	0	0	0.5	0.5	0	0
770	9	10	0	0	0.75	0.25	0	0
771	9	10	0	0	0.75	0.25	0	0
772	9	10	0	0	0.5	0.5	0	0
773	8	0	0	0	1	0	0	0
774	8	0	0	0	1	0	0	0
775	8	12	0	0	0.9	0.1	0	0
776	8	12	0	0	0.9	0.1	0	0
777	10	0	0	0	1	0	0	0
778	10	0	0	0	1	0	0	0
779	10	0	0	0	1	0	0	0
780	10	0	0	0	1	0	0	0
781	17	21	0	0	0.75	0.25	0	0
782	21	0	0	0	1	0	0	0
783	21	0	0	0	1	0	0	0
784	17	21	0	0	0.75	0.25	0	0
785	2	8	0	0	0.75	0.25	0	0
786	2	8	0	0	0.5	0.5	0	0
787	2	8	0	0	0.5	0.5	0	0
788	2	8	0	0	0.75	0.25	0	0
789	0	1	9	0	0.81	0.1	0.09	0
790	0	1	0	0	0.75	0.25	0	0
791	0	1	0	0	0.75	0.25	0	0
792	0	1	9	0	0.81	0.1	0.09	0
793	9	10	0	0	0.9	0.1	0	0
794	9	10	0	0	0.9	0.1	0	0
795	9	10	0	0	0.75	0.25	0	0
796	9	10	0	0	0.75	0.25	0	0
797	13	0	0	0	1	0	0	0
798	13	0	0	0	1	0	0	0
799	13	0	0	0	1	0	0	0
800	13	0	0	0	1	0	0	0
801	0	0	0	0	1	0	0	0
802	0	0	0	0	1	0	0	0
803	0	0	0	0	1	0	0	0
804	0	0	0	0	1	0	0	0
805	10	0	0	0	1	0	0	0
806	10	0	0	0	1	0	0	0
807	10	0	0	0	1	0	0	0
808	10	0	0	0	1	0	0	0
809	2	8	0	0	0.5	0.5	0	0
810	2	8	0	0	0.5	0.5	0	0
811	2	8	0	0	0.1	0.9	0	0
812	2	8	0	0	0.1	0.9	0	0
813	9	10	0	0	0.25	0.75	0	0
814	9	10	0	0	0.25	0.75	0	0
815	10	0	0	0	1	0	0	0
816	9	10	0	0	0.75	0.25	0	0
817	9	10	0	0	0.9	0.1	0	0
818	9	10	0	0	0.9	0.1	0	0
819	9	10	0	0	0.75	0.25	0	0
820	9	10	0	0	0.75	0.25	0	0
821	9	10	0	0	0.9	0.1	0	0
822	9	10	0	0	0.9	0.1	0	0
823	9	10	0	0	0.75	0.25	0	0
824	13	15	0	0	0.25	0.75	0	0
825	15	0	0	0	1	0	0	0
826	15	0	0	0	1	0	0	0
827	13	15	0	0	0.25	0.75	0	0
828	12	14	23	0	0.675	0.1	0.225	0
829	12	14	23	0	0.675	0.25	0.075	0
830	12	14	23	0	0.81	0.1	0.09	0
831	9	10	0	0	0.4	0.6	0	0
832	9	10	0	0	0.4	0.6	0	0
833	9	10	0	0	0.5	0.5	0	0
834	9	10	0	0	0.5	0.5	0	0
835	12	0	0	0	1	0	0	0
836	12	16	0	0	0.75	0.25	0	0
837	12	16	18	23	0.6075	0.2025	0.09	0.1
838	12	14	23	0	0.81	0.1	0.09	0
839	10	0	0	0	1	0	0	0
840	10	0	0	0	1	0	0	0
841	10	0	0	0	1	0	0	0
842	10	0	0	0	1	0	0	0
843	14	0	0	0	1	0	0	0
844	12	14	23	0	0.675	0.25	0.075	0
845	12	14	0	0	0.75	0.25	0	0
846	14	0	0	0	1	0	0	0
847	12	18	23	0	0.675	0.225	0.1	0
848	12	18	23	0	0.675	0.075	0.25	0
849	12	16	18	23	0.6075	0.2025	0.09	0.1
850	9	10	0	0	0.75	0.25	0	0
851	9	10	0	0	0.75	0.25	0	0
852	9	10	0	0	0.5	0.5	0	0
853	9	10	0	0	0.5	0.5	0	0
854	10	0	0	0	1	0	0	0
855	10	0	0	0	1	0	0	0
856	10	0	0	0	1	0	0	0
857	10	0	0	0	1	0	0	0
858	9	10	0	0	0.4	0.6	0	0
859	9	10	0	0	0.25	0.75	0	0
860	9	10	0	0	0.25	0.75	0	0
861	9	10	0	0	0.4	0.6	0	0
862	9	10	0	0	0.4	0.6	0	0
863	9	10	0	0	0.5	0.5	0	0
864	9	10	0	0	0.5	0.5	0	0
865	9	10	0	0	0.4	0.6	0	0
866	7	0	0	0	1	0	0	0
867	7	0	0	0	1	0	0	0
868	7	0	0	0	1	0	0	0
869	7	0	0	0	1	0	0	0
870	2	8	0	0	0.75	0.25	0	0
871	2	8	0	0	0.5	0.5	0	0
872	2	8	0	0	0.5	0.5	0	0
873	2	8	0	0	0.75	0.25	0	0
874	12	16	0	0	0.75	0.25	0	0
875	12	16	0	0	0.75	0.25	0	0
876	12	16	0	0	0.25	0.75	0	0
877	7	0	0	0	1	0	0	0
878	7	0	0	0	1	0	0	0
879	7	0	0	0	1	0	0	0
880	7	0	0	0	1	0	0	0
881	2	8	0	0	0.75	0.25	0	0
882	2	8	0	0	0.5	0.5	0	0
883	2	8	0	0	0.5	0.5	0	0
884	2	8	0	0	0.75	0.25	0	0
885	0	9	0	0	0.8	0.2	0	0
886	0	9	0	0	0.75	0.25	0	0
887	0	9	0	0	0.75	0.25	0	0
888	2	8	0	0	0.75	0.25	0	0
889	2	8	0	0	0.9	0.1	0	0
890	2	8	0	0	0.9	0.1	0	0
891	2	8	0	0	0.75	0.25	0	0
892	5	7	0	0	0.25	0.75	0	0
893	5	7	0	0	0.25	0.75	0	0
894	5	7	0	0	0.75	0.25	0	0
895	5	7	0	0	0.75	0.25	0	0
896	7	0	0	0	1	0	0	0
897	5	7	0	0	0.25	0.75	0	0
898	5	7	0	0	0.25	0.75	0	0
899	5	7	0	0	0.25	0.75	0	0
900	7	0	0	0	1	0	0	0
901	7	0	0	0	1	0	0	0
902	12	0	0	0	1	0	0	0
903	12	0	0	0	1	0	0	0
904	12	14	23	0	0.81	0.1	0.09	0
905	12	14	0	0	0.9	0.1	0	0
906	0	11	0	0	0.8	0.2	0	0
907	0	11	0	0	0.8	0.2	0	0
908	0	9	0	0	0.5	0.5	0	0
909	0	9	0	0	0.75	0.25	0	0
910	19	0	0	0	1	0	0	0
911	19	22	0	0	0.75	0.25	0	0
912	19	22	0	0	0.75	0.25	0	0
913	19	0	0	0	1	0	0	0
914	17	0	0	0	1	0	0	0
915	17	21	0	0	0.75	0.25	0	0
916	17	21	0	0	0.75	0.25	0	0
917	17	0	0	0	1	0	0	0
918	19	0	0	0	1	0	0	0
919	19	0	0	0	1	0	0	0
920	19	22	0	0	0.75	0.25	0	0
921	19	22	0	0	0.75	0.25	0	0
922	8	12	0	0	0.15	0.85	0	0
923	12	0	0	0	1	0	0	0
924	12	0	0	0	1	0	0	0
925	8	12	0	0	0.15	0.85	0	0
926	10	0	0	0	1	0	0	0
927	10	0	0	0	1	0	0	0
928	10	0	0	0	1	0	0	0
929	10	0	0	0	1	0	0	0
930	12	16	18	23	0.6075	0.2025	0.09	0.1
931	12	16	0	0	0.75	0.25	0	0
932	12	16	0	0	0.25	0.75	0	0
933	7	0	0	0	1	0	0	0
934	7	0	0	0	1	0	0	0
935	5	7	0	0	0.25	0.75	0	0
936	5	7	0	0	0.25	0.75	0	0
937	18	19	0	0	0.75	0.25	0	0
938	19	0	0	0	1	0	0	0
939	19	0	0	0	1	0	0	0
940	18	19	0	0	0.75	0.25	0	0
941	10	0	0	0	1	0	0	0
942	10	0	0	0	1	0	0	0
943	10	0	0	0	1	0	0	0
944	10	0	0	0	1	0	0	0
945	7	0	0	0	1	0	0	0
946	7	0	0	0	1	0	0	0
947	5	7	0	0	0.25	0.75	0	0
948	8	12	0	0	0.75	0.25	0	0
949	8	12	0	0	0.75	0.25	0	0
950	8	12	0	0	0.9	0.1	0	0
951	8	12	0	0	0.9	0.1	0	0
952	12	14	23	0	0.675	0.1	0.225	0
953	12	14	23	0	0.81	0.1	0.09	0
954	12	16	18	23	0.6075	0.2025	0.09	0.1
955	12	18	23	0	0.675	0.075	0.25	0
956	16	17	0	0	0.75	0.25	0	0
957	12	16	18	23	0.6075	0.2025	0.09	0.1
958	12	16	0	0	0.25	0.75	0	0
959	8	0	0	0	1	0	0	0
960	8	0	0	0	1	0	0	0
961	8	12	0	0	0.9	0.1	0	0
962	8	12	0	0	0.9	0.1	0	0
963	0	9	0	0	0.25	0.75	0	0
964	0	9	0	0	0.5	0.5	0	0
965	0	9	0	0	0.5	0.5	0	0
966	0	9	0	0	0.25	0.75	0	0
967	5	7	0	0	0.25	0.75	0	0
968	7	0	0	0	1	0	0	0
969	7	0	0	0	1	0	0	0
970	9	0	0	0	1	0	0	0
971	9	0	0	0	1	0	0	0
972	9	0	0	0	1	0	0	0
973	9	0	0	0	1	0	0	0
974	0	1	0	0	0.5	0.5	0	0
975	0	1	0	0	0.5	0.5	0	0
976	0	1	0	0	0.25	0.75	0	0
977	0	1	0	0	0.25	0.75	0	0
978	2	0	0	0	1	0	0	0
979	2	0	0	0	1	0	0	0
980	2	0	0	0	1	0	0	0
981	2	0	0	0	1	0	0	0
982	21	0	0	0	1	0	0	0
983	21	0	0	0	1	0	0	0
984	21	0	0	0	1	0	0	0
985	21	0	0	0	1	0	0	0
986	12	16	0	0	0.75	0.25	0	0
987	12	16	0	0	0.75	0.25	0	0
988	12	18	0	0	0.9	0.1	0	0
989	22	0	0	0	1	0	0	0
990	22	0	0	0	1	0	0	0
991	22	0	0	0	1	0	0	0
992	22	0	0	0	1	0	0	0
993	8	12	0	0	0.15	0.85	0	0
994	12	0	0	0	1	0	0	0
995	12	0	0	0	1	0	0	0
996	8	12	0	0	0.15	0.85	0	0
997	0	9	0	0	0.25	0.75	0	0
998	0	9	0	0	0.5	0.5	0	0
999	0	11	0	0	0.8	0.2	0	0
1000	0	11	0	0	0.75	0.25	0	0
1001	12	0	0	0	1	0	0	0
1002	12	16	0	0	0.75	0.25	0	0
1003	12	16	0	0	0.75	0.25	0	0
1004	22	0	0	0	1	0	0	0
1005	22	0	0	0	1	0	0	0
1006	22	0	0	0	1	0	0	0
1007	22	0	0	0	1	0	0	0
1008	17	21	0	0	0.75	0.25	0	0
1009	17	21	0	0	0.75	0.25	0	0
1010	17	0	0	0	1	0	0	0
1011	17	0	0	0	1	0	0	0
1012	8	0	0	0	1	0	0	0
1013	8	0	0	0	1	0	0	0
1014	8	0	0	0	1	0	0	0
1015	8	0	0	0	1	0	0	0
1016	8	0	0	0	1	0	0	0
1017	8	0	0	0	1	0	0	0
1018	8	0	0	0	1	0	0	0
1019	8	0	0	0	1	0	0	0
1020	8	0	0	0	1	0	0	0
1021	8	0	0	0	1	0	0	0
1022	8	0	0	0	1	0	0	0
1023	8	0	0	0	1	0	0	0
1024	9	10	0	0	0.75	0.25	0	0
1025	9	10	0	0	0.9	0.1	0	0
1026	9	10	0	0	0.9	0.1	0	0
1027	9	10	0	0	0.75	0.25	0	0
1028	8	0	0	0	1	0	0	0
1029	8	0	0	0	1	0	0	0
1030	8	0	0	0	1	0	0	0
1031	8	0	0	0	1	0	0	0
1032	2	8	0	0	0.9	0.1	0	0
1033	2	8	0	0	0.75	0.25	0	0
1034	2	8	0	0	0.75	0.25	0	0
1035	2	8	0	0	0.9	0.1	0	0
1036	10	0	0	0	1	0	0	0
1037	10	0	0	0	1	0	0	0
1038	10	0	0	0	1	0	0	0
1039	10	0	0	0	1	0	0	0
1040	9	0	0	0	1	0	0	0
1041	9	0	0	0	1	0	0	0
1042	9	0	0	0	1	0	0	0
1043	9	0	0	0	1	0	0	0
1044	4	5	0	0	0.5	0.5	0	0
1045	3	4	5	0	0.25	0.5625	0.1875	0
1046	3	4	5	0	0.25	0.5625	0.1875	0
1047	4	5	0	0	0.5	0.5	0	0
1048	2	8	0	0	0.9	0.1	0	0
1049	2	0	0	0	1	0	0	0
1050	2	0	0	0	1	0	0	0
1051	2	8	0	0	0.9	0.1	0	0
1052	2	8	0	0	0.75	0.25	0	0
1053	2	8	0	0	0.5	0.5	0	0
1054	2	8	0	0	0.5	0.5	0	0
1055	2	8	0	0	0.75	0.25	0	0
1056	8	0	0	0	1	0	0	0
1057	8	0	0	0	1	0	0	0
1058	2	8	0	0	0.1	0.9	0	0
1059	2	8	0	0	0.1	0.9	0	0
1060	12	18	0	0	0.9	0.1	0	0
1061	12	18	0	0	0.75	0.25	0	0
1062	12	18	0	0	0.75	0.25	0	0
1063	12	18	0	0	0.9	0.1	0	0
1064	18	19	0	0	0.75	0.25	0	0
1065	19	0	0	0	1	0	0	0
1066	19	0	0	0	1	0	0	0
1067	18	19	0	0	0.75	0.25	0	0
1068	12	0	0	0	1	0	0	0
1069	12	16	0	0	0.75	0.25	0	0
1070	12	0	0	0	1	0	0	0
1071	8	12	0	0	0.9	0.1	0	0
1072	8	12	0	0	0.9	0.1	0	0
1073	8	12	0	0	0.75	0.25	0	0
1074	8	12	0	0	0.75	0.25	0	0
1075	9	10	0	0	0.4	0.6	0	0
1076	9	10	0	0	0.25	0.75	0	0
1077	9	10	0	0	0.25	0.75	0	0
1078	9	10	0	0	0.4	0.6	0	0
1079	23	24	0	0	0.75	0.25	0	0
1080	24	0	0	0	1	0	0	0
1081	24	0	0	0	1	0	0	0
1082	23	24	0	0	0.75	0.25	0	0
1083	9	10	0	0	0.4	0.6	0	0
1084	9	10	0	0	0.4	0.6	0	0
1085	9	10	0	0	0.5	0.5	0	0
1086	9	10	0	0	0.5	0.5	0	0
1087	18	19	0	0	0.75	0.25	0	0
1088	19	0	0	0	1	0	0	0
1089	19	0	0	0	1	0	0	0
1090	18	19	0	0	0.75	0.25	0	0
1091	9	10	0	0	0.4	0.6	0	0
1092	9	10	0	0	0.4	0.6	0	0
1093	9	10	0	0	0.25	0.75	0	0
1094	9	10	0	0	0.25	0.75	0	0
1095	9	0	0	0	1	0	0	0
1096	0	9	0	0	0.25	0.75	0	0
1097	0	9	0	0	0.25	0.75	0	0
1098	9	0	0	0	1	0	0	0
1099	9	0	0	0	1	0	0	0
1100	9	0	0	0	1	0	0	0
1101	9	0	0	0	1	0	0	0
1102	9	0	0	0	1	0	0	0
1103	9	0	0	0	1	0	0	0
1104	9	0	0	0	1	0	0	0
1105	9	0	0	0	1	0	0	0
1106	9	0	0	0	1	0	0	0
1107	9	10	0	0	0.4	0.6	0	0
1108	9	10	0	0	0.25	0.75	0	0
1109	9	10	0	0	0.25	0.75	0	0
1110	9	10	0	0	0.4	0.6	0	0
1111	19	22	0	0	0.75	0.25	0	0
1112	22	0	0	0	1	0	0	0
1113	22	0	0	0	1	0	0	0
1114	19	22	0	0	0.75	0.25	0	0
1115	0	9	0	0	0.1	0.9	0	0
1116	0	11	0	0	0.75	0.25	0	0
1117	0	11	0	0	0.75	0.25	0	0
1118	0	11	0	0	0.75	0.25	0	0
1119	0	9	0	0	0.25	0.75	0	0
1120	0	9	0	0	0.1	0.9	0	0
1121	0	9	0	0	0.8	0.2	0	0
1122	0	1	9	0	0.81	0.1	0.09	0
1123	0	1	9	0	0.81	0.1	0.09	0
1124	0	9	0	0	0.8	0.2	0	0
1125	0	9	0	0	0.75	0.25	0	0
1126	0	9	0	0	0.8	0.2	0	0
1127	0	9	0	0	0.8	0.2	0	0
1128	0	9	0	0	0.75	0.25	0	0
1129	1	6	0	0	0.85	0.15	0	0
1130	1	6	0	0	0.7	0.3	0	0
1131	1	6	0	0	0.7	0.3	0	0
1132	1	6	0	0	0.85	0.15	0	0
1133	1	6	0	0	0.55	0.45	0	0
1134	1	6	0	0	0.7	0.3	0	0
1135	1	6	0	0	0.7	0.3	0	0
1136	1	6	0	0	0.55	0.45	0	0
1137	8	0	0	0	1	0	0	0
1138	8	0	0	0	1	0	0	0
1139	8	0	0	0	1	0	0	0
1140	8	0	0	0	1	0	0	0
1141	0	9	0	0	0.25	0.75	0	0
1142	0	9	0	0	0.5	0.5	0	0
1143	0	9	0	0	0.5	0.5	0	0
1144	0	9	0	0	0.25	0.75	0	0
1145	8	12	0	0	0.9	0.1	0	0
1146	8	12	0	0	0.9	0.1	0	0
1147	8	0	0	0	1	0	0	0
1148	8	0	0	0	1	0	0	0
1149	0	9	0	0	0.75	0.25	0	0
1150	0	9	0	0	0.5	0.5	0	0
1151	0	9	0	0	0.5	0.5	0	0
1152	0	9	0	0	0.75	0.25	0	0
1153	0	9	0	0	0.8	0.2	0	0
1154	0	1	9	0	0.81	0.1	0.09	0
1155	0	1	11	0	0.81	0.1	0.09	0
1156	0	11	0	0	0.8	0.2	0	0
1157	1	6	0	0	0.85	0.15	0	0
1158	1	6	0	0	0.7	0.3	0	0
1159	1	6	0	0	0.7	0.3	0	0
1160	1	6	0	0	0.85	0.15	0	0
1161	9	0	0	0	1	0	0	0
1162	9	0	0	0	1	0	0	0
1163	9	10	0	0	0.9	0.1	0	0
1164	9	10	0	0	0.9	0.1	0	0
1165	9	10	0	0	0.9	0.1	0	0
1166	9	10	0	0	0.9	0.1	0	0
1167	9	0	0	0	1	0	0	0
1168	9	0	0	0	1	0	0	0
1169	9	10	0	0	0.75	0.25	0	0
1170	9	10	0	0	0.75	0.25	0	0
1171	9	10	0	0	0.9	0.1	0	0
1172	9	10	0	0	0.9	0.1	0	0
1173	17	21	0	0	0.75	0.25	0	0
1174	21	0	0	0	1	0	0	0
1175	21	0	0	0	1	0	0	0
1176	17	21	0	0	0.75	0.25	0	0
1177	9	10	0	0	0.75	0.25	0	0
1178	9	10	0	0	0.75	0.25	0	0
1179	9	10	0	0	0.5	0.5	0	0
1180	9	10	0	0	0.5	0.5	0	0
1181	9	0	0	0	1	0	0	0
1182	9	0	0	0	1	0	0	0
1183	9	0	0	0	1	0	0	0
1184	9	0	0	0	1	0	0	0
1185	12	18	0	0	0.9	0.1	0	0
1186	12	18	0	0	0.9	0.1	0	0
1187	12	16	0	0	0.75	0.25	0	0
1188	16	17	0	0	0.75	0.25	0	0
1189	17	0	0	0	1	0	0	0
1190	17	0	0	0	1	0	0	0
1191	16	17	0	0	0.75	0.25	0	0
1192	9	10	0	0	0.25	0.75	0	0
1193	9	10	0	0	0.25	0.75	0	0
1194	10	0	0	0	1	0	0	0
1195	10	0	0	0	1	0	0	0
1196	0	1	0	0	0.5	0.5	0	0
1197	0	1	0	0	0.75	0.25	0	0
1198	0	1	0	0	0.75	0.25	0	0
1199	0	1	0	0	0.5	0.5	0	0
1200	9	10	0	0	0.9	0.1	0	0
1201	9	10	0	0	0.9	0.1	0	0
1202	9	0	0	0	1	0	0	0
1203	9	0	0	0	1	0	0	0
1204	0	1	0	0	0.5	0.5	0	0
1205	0	1	0	0	0.25	0.75	0	0
1206	0	1	0	0	0.25	0.75	0	0
1207	0	1	0	0	0.5	0.5	0	0
1208	9	10	0	0	0.75	0.25	0	0
1209	9	10	0	0	0.75	0.25	0	0
1210	9	10	0	0	0.5	0.5	0	0
1211	9	10	0	0	0.5	0.5	0	0
1212	14	15	0	0	0.75	0.25	0	0
1213	15	0	0	0	1	0	0	0
1214	15	0	0	0	1	0	0	0
1215	14	15	0	0	0.75	0.25	0	0
1216	9	10	0	0	0.9	0.1	0	0
1217	9	10	0	0	0.9	0.1	0	0
1218	9	0	0	0	1	0	0	0
1219	9	0	0	0	1	0	0	0
1220	23	24	0	0	0.75	0.25	0	0
1221	24	0	0	0	1	0	0	0
1222	24	0	0	0	1	0	0	0
1223	23	24	0	0	0.75	0.25	0	0
1224	9	0	0	0	1	0	0	0
1225	9	10	0	0	0.9	0.1	0	0
1226	9	10	0	0	0.9	0.1	0	0
1227	9	0	0	0	1	0	0	0
1228	9	10	0	0	0.5	0.5	0	0
1229	9	10	0	0	0.75	0.25	0	0
1230	9	10	0	0	0.75	0.25	0	0
1231	9	10	0	0	0.5	0.5	0	0
1232	9	0	0	0	1	0	0	0
1233	9	0	0	0	1	0	0	0
1234	9	10	0	0	0.9	0.1	0	0
1235	9	10	0	0	0.9	0.1	0	0
1236	19	22	0	0	0.75	0.25	0	0
1237	22	0	0	0	1	0	0	0
1238	22	0	0	0	1	0	0	0
1239	19	22	0	0	0.75	0.25	0	0
1240	12	16	0	0	0.25	0.75	0	0
1241	16	17	0	0	0.75	0.25	0	0
1242	16	17	0	0	0.75	0.25	0	0
1243	16	17	0	0	0.75	0.25	0	0
1244	17	0	0	0	1	0	0	0
1245	17	0	0	0	1	0	0	0
1246	16	17	0	0	0.75	0.25	0	0
1247	16	17	0	0	0.75	0.25	0	0
1248	12	18	0	0	0.9	0.1	0	0
1249	12	16	18	23	0.6075	0.2025	0.09	0.1
1250	12	0	0	0	1	0	0	0
1251	12	0	0	0	1	0	0	0
1252	12	0	0	0	1	0	0	0
1253	12	0	0	0	1	0	0	0
1254	0	1	0	0	0.5	0.5	0	0
1255	0	1	0	0	0.25	0.75	0	0
1256	0	1	0	0	0.25	0.75	0	0
1257	0	1	0	0	0.5	0.5	0	0
1258	1	6	0	0	0.85	0.15	0	0
1259	0	1	0	0	0.25	0.75	0	0
1260	0	1	0	0	0.25	0.75	0	0
1261	1	6	0	0	0.85	0.15	0	0
1262	0	9	0	0	0.25	0.75	0	0
1263	0	9	0	0	0.25	0.75	0	0
1264	0	9	0	0	0.75	0.25	0	0
1265	0	9	0	0	0.75	0.25	0	0
1266	9	10	0	0	0.9	0.1	0	0
1267	9	10	0	0	0.9	0.1	0	0
1268	9	0	0	0	1	0	0	0
1269	9	0	0	0	1	0	0	0
1270	2	0	0	0	1	0	0	0
1271	2	0	0	0	1	0	0	0
1272	2	8	0	0	0.9	0.1	0	0
1273	2	8	0	0	0.9	0.1	0	0
1274	0	0	0	0	1	0	0	0
1275	0	0	0	0	1	0	0	0
1276	0	0	0	0	1	0	0	0
1277	0	9	0	0	0.8	0.2	0	0
1278	9	0	0	0	1	0	0	0
1279	9	0	0	0	1	0	0	0
1280	9	0	0	0	1	0	0	0
1281	9	0	0	0	1	0	0	0
1282	0	1	0	0	0.5	0.5	0	0
1283	0	1	0	0	0.25	0.75	0	0
1284	0	1	0	0	0.25	0.75	0	0
1285	0	1	0	0	0.5	0.5	0	0
1286	12	18	23	0	0.675	0.075	0.25	0
1287	23	0	0	0	1	0	0	0
1288	23	0	0	0	1	0	0	0
1289	12	18	23	0	0.675	0.075	0.25	0
1290	1	6	0	0	0.85	0.15	0	0
1291	0	1	0	0	0.25	0.75	0	0
1292	0	1	0	0	0.25	0.75	0	0
1293	1	6	0	0	0.85	0.15	0	0
1294	0	9	0	0	0.75	0.25	0	0
1295	0	9	0	0	0.75	0.25	0	0
1296	0	9	0	0	0.25	0.75	0	0
1297	23	24	0	0	0.75	0.25	0	0
1298	24	0	0	0	1	0	0	0
1299	24	0	0	0	1	0	0	0
1300	23	24	0	0	0.75	0.25	0	0
1301	0	9	0	0	0.8	0.2	0	0
1302	0	0	0	0	1	0	0	0
1303	0	9	0	0	0.8	0.2	0	0
1304	0	9	0	0	0.75	0.25	0	0
1305	1	6	0	0	0.55	0.45	0	0
1306	1	6	0	0	0.7	0.3	0	0
1307	1	6	0	0	0.7	0.3	0	0
1308	1	6	0	0	0.55	0.45	0	0
1309	9	0	0	0	1	0	0	0
1310	0	9	0	0	0.1	0.9	0	0
1311	0	9	0	0	0.1	0.9	0	0
1312	9	0	0	0	1	0	0	0
1313	0	9	0	0	0.75	0.25	0	0
1314	0	9	0	0	0.5	0.5	0	0
1315	0	9	0	0	0.5	0.5	0	0
1316	0	9	0	0	0.75	0.25	0	0
1317	0	11	0	0	0.8	0.2	0	0
1318	0	9	0	0	0.75	0.25	0	0
1319	0	9	0	0	0.8	0.2	0	0
1320	0	11	0	0	0.8	0.2	0	0
1321	1	6	0	0	0.55	0.45	0	0
1322	1	6	0	0	0.7	0.3	0	0
1323	1	6	0	0	0.7	0.3	0	0
